Akt,Erk,Jnk,Mek,P38,PIP2,PIP3,PKA,PKC,Plcg,Raf
23.5,13.6,40.7,372.0,37.9,4.96,14.1,851.0,9.14,30.0,85.8
16.5,14.7,14.9,79.9,37.9,2.76,6.98,213.0,1.81,8.43,51.4
17.8,18.9,15.3,396.0,48.7,25.0,52.3,750.0,16.3,49.1,75.7
17.3,18.9,14.6,19.1,5.14,16.5,32.2,710.0,1.0,1.0,30.2
10.6,12.7,11.0,124.0,22.5,11.5,37.5,770.0,6.73,27.1,60.4
13.7,16.5,4.83,18.4,1.22,21.9,27.4,610.0,2.05,19.1,75.7
25.5,17.9,22.3,17.2,17.5,13.7,23.1,604.0,31.3,45.7,72.3
17.0,16.8,22.5,22.3,12.5,12.0,22.5,547.0,17.6,24.6,36.5
14.5,13.0,26.4,18.1,9.31,41.0,75.7,638.0,1.0,2.21,42.6
19.3,13.8,21.3,30.8,15.5,4.7,42.9,538.0,14.1,31.9,48.3
59.4,75.0,22.7,29.2,3.75,32.2,42.6,615.0,3.37,17.6,80.6
15.3,16.7,12.2,239.0,28.1,5.33,7.99,328.0,14.6,22.7,8.06
31.6,13.0,26.4,37.2,1.0,23.1,35.2,1275.0,6.38,5.33,50.5
7.64,28.1,6.79,18.1,7.77,47.0,64.4,1104.0,23.7,45.7,44.9
40.7,59.9,1.86,4.41,3.19,29.2,43.3,644.0,25.7,40.0,53.8
37.2,19.1,11.8,19.8,7.17,8.9,17.0,588.0,1.0,1.0,44.5
17.2,6.79,28.9,29.2,11.1,11.4,30.8,552.0,3.75,4.33,44.9
61.5,93.1,17.0,21.1,1.01,4.26,15.1,599.0,23.9,38.5,106.0
16.8,46.1,18.6,63.2,11.8,18.9,31.9,649.0,8.2,23.5,50.9
25.7,15.8,34.3,37.5,2.89,5.23,20.2,422.0,1.0,64.4,8.28
13.1,11.7,21.7,132.0,42.2,36.5,49.1,542.0,1.08,5.88,13.2
44.1,29.2,39.6,119.0,63.2,36.8,47.8,365.0,3.52,6.79,30.2
32.2,35.2,35.9,276.0,61.0,44.9,62.6,418.0,8.43,32.8,77.0
4.96,12.6,47.8,57.8,19.6,3.43,19.1,655.0,19.5,42.9,62.6
30.0,32.5,17.0,22.1,7.5,49.6,86.6,1124.0,23.1,40.0,47.0
24.6,19.5,20.9,17.2,13.1,3.85,14.5,1208.0,11.4,15.7,77.0
23.1,10.7,17.8,80.6,3.68,22.3,30.8,483.0,8.66,28.4,48.3
20.7,12.7,20.9,25.5,9.82,17.9,25.0,632.0,3.85,7.99,46.1
22.1,15.8,21.3,32.2,8.98,3.85,22.3,328.0,1.47,7.23,48.7
45.3,62.6,21.3,17.5,15.7,65.5,95.6,1433.0,13.0,26.4,36.2
19.5,20.2,24.8,30.2,10.4,19.6,43.3,573.0,2.69,4.57,7.77
17.8,16.3,14.3,85.8,17.0,20.5,33.1,922.0,43.7,62.1,62.1
6.44,18.3,15.7,41.4,13.1,44.1,56.2,750.0,35.5,59.4,76.4
14.3,18.4,5.05,1.75,8.13,31.1,58.8,407.0,18.8,47.0,48.7
30.2,54.7,40.0,211.0,41.4,14.9,32.5,588.0,5.99,15.0,45.3
19.8,11.7,23.5,16.7,15.1,3.37,19.3,470.0,13.7,31.1,56.7
30.2,19.8,24.4,19.8,1.0,50.0,72.3,673.0,37.2,62.1,91.4
18.1,23.7,7.77,41.8,26.2,42.9,54.2,538.0,10.6,47.0,81.3
17.0,7.04,21.7,24.4,8.66,33.1,44.1,750.0,13.5,37.9,37.9
22.5,17.5,23.9,77.7,17.5,35.2,56.2,340.0,4.37,26.7,47.4
17.3,10.1,28.1,27.9,3.28,44.9,66.1,403.0,7.17,23.7,42.9
129.0,109.0,41.8,161.0,48.7,5.09,15.1,644.0,16.3,39.2,88.2
21.3,16.4,21.1,22.5,16.5,3.46,25.3,578.0,7.17,36.2,48.3
91.4,41.4,24.8,319.0,38.9,17.9,30.5,956.0,18.6,34.3,79.1
14.7,22.3,27.6,35.9,13.5,9.39,20.5,382.0,1.0,12.9,13.8
19.3,10.1,5.38,4.1,2.25,7.77,17.0,982.0,9.22,24.8,49.6
28.4,21.7,38.2,170.0,37.2,29.7,39.6,692.0,9.22,17.5,69.2
32.8,18.3,23.5,23.1,3.31,53.8,85.1,610.0,10.5,35.5,53.3
19.1,10.3,20.5,78.4,18.1,26.2,35.2,505.0,6.15,17.9,54.7
24.6,11.8,30.0,30.8,14.6,32.8,48.3,362.0,3.19,3.19,50.9
7.17,17.0,23.7,23.3,5.33,25.7,41.0,491.0,14.7,28.6,54.7
19.1,13.9,15.8,74.3,21.9,24.1,34.3,474.0,9.39,27.6,39.6
20.5,20.9,17.3,120.0,15.3,11.7,24.1,644.0,9.06,16.1,50.9
20.9,8.82,20.7,300.0,31.3,19.5,37.2,542.0,18.6,29.2,49.1
14.9,15.0,17.6,170.0,24.1,22.7,32.2,453.0,18.6,31.1,79.9
16.1,14.3,8.9,42.9,21.1,17.0,30.2,698.0,9.91,21.1,38.5
12.3,13.8,4.07,1.01,1.65,26.4,37.5,784.0,1.2,28.1,27.1
26.9,20.2,19.5,170.0,23.3,8.51,15.4,487.0,32.5,67.3,118.0
131.0,95.6,12.3,189.0,16.5,36.8,62.1,1084.0,22.1,33.7,69.8
30.0,10.3,26.7,22.1,15.4,11.3,21.1,552.0,5.42,13.0,34.3
52.8,39.2,17.2,161.0,19.5,4.83,20.0,410.0,8.66,19.3,29.7
75.0,52.8,42.2,259.0,39.6,20.4,41.4,692.0,17.8,58.3,60.4
32.2,14.3,25.3,24.4,3.85,9.56,29.2,1275.0,14.3,21.7,38.9
18.3,19.8,14.3,18.6,1.88,1.76,1.01,93.9,11.1,26.2,41.8
27.6,18.1,35.5,340.0,26.9,17.9,30.0,379.0,7.7,39.6,42.9
17.0,10.9,22.7,67.3,13.5,34.0,47.4,626.0,26.4,24.1,85.8
31.3,19.1,20.7,110.0,27.1,41.0,83.5,813.0,25.7,39.2,58.8
19.5,16.3,25.5,19.3,2.71,26.2,31.6,644.0,18.6,42.2,49.6
19.5,15.1,14.5,13.6,3.62,13.2,29.4,519.0,35.2,69.8,48.3
20.9,20.2,1.0,92.2,14.5,52.8,76.4,1186.0,17.9,23.5,48.3
22.1,11.8,8.58,10.1,11.9,22.7,33.7,491.0,20.5,16.1,53.3
25.7,11.4,21.7,19.5,4.78,4.1,25.5,340.0,10.6,13.6,50.0
53.3,44.5,13.9,99.1,5.94,14.2,36.2,673.0,1.0,18.3,48.3
16.5,12.4,27.6,26.2,1.0,4.18,19.3,791.0,17.6,28.1,54.2
17.8,17.0,26.7,15.5,4.7,21.5,38.9,1065.0,5.73,30.5,12.3
73.7,39.6,25.7,30.5,17.2,54.7,81.3,604.0,31.6,55.2,111.0
56.7,50.5,17.9,209.0,16.7,3.25,27.1,264.0,10.5,15.1,56.2
32.8,6.85,47.4,368.0,59.4,36.8,54.7,626.0,23.1,30.0,63.2
24.6,33.4,10.6,64.4,12.5,9.22,45.7,730.0,10.0,25.3,30.0
24.6,17.5,27.9,18.1,19.1,14.9,26.9,496.0,40.0,55.2,85.1
34.3,15.8,7.23,1.41,3.68,2.64,14.3,429.0,21.5,48.7,28.1
17.3,7.3,17.6,16.0,11.3,1.54,7.04,63.8,10.5,14.2,40.7
27.6,19.5,41.8,101.0,18.1,14.5,24.6,533.0,6.61,26.2,48.7
11.1,6.73,15.8,19.8,8.82,5.57,32.5,621.0,16.3,26.2,62.6
13.6,13.9,24.4,23.1,9.31,41.8,61.5,704.0,13.9,28.9,37.2
6.32,12.3,22.5,27.4,7.3,4.87,16.8,368.0,21.7,28.6,68.5
27.1,12.5,20.9,131.0,19.6,54.7,83.5,1075.0,22.3,36.5,118.0
11.2,7.17,20.2,20.7,8.51,31.1,44.9,470.0,18.8,50.9,89.0
31.1,38.5,20.0,20.9,3.55,4.33,21.7,562.0,13.8,43.3,77.7
18.8,23.7,37.9,42.2,12.7,32.5,38.5,449.0,4.53,6.61,7.23
28.6,18.8,14.5,17.9,8.66,30.5,43.7,422.0,11.8,40.0,52.8
59.9,44.9,25.9,155.0,48.3,13.3,23.7,478.0,15.4,44.1,46.1
17.9,5.88,19.3,14.6,8.2,13.9,26.2,610.0,20.5,21.1,44.5
38.5,21.5,21.9,23.1,5.0,26.7,44.1,500.0,14.2,33.1,52.3
81.3,77.7,31.3,21.3,8.82,20.0,35.5,466.0,8.82,25.0,42.6
12.1,7.57,18.9,22.3,8.2,5.14,22.1,626.0,3.85,16.0,26.9
21.7,16.7,22.5,80.6,9.31,20.9,37.5,723.0,10.1,19.6,23.7
3.89,7.23,29.7,65.5,19.8,29.2,40.7,491.0,10.8,55.7,49.6
24.1,16.3,24.1,25.0,12.0,16.1,14.5,523.0,11.5,34.0,37.2
16.5,13.6,16.7,36.5,6.79,35.5,54.2,474.0,7.43,41.0,50.5
7.77,12.3,26.2,34.9,1.0,42.2,50.0,533.0,8.98,14.9,50.9
33.7,10.2,34.0,33.7,8.98,20.9,42.6,599.0,7.23,10.8,69.2
32.5,13.6,23.1,17.5,5.57,16.7,27.6,655.0,26.4,47.0,102.0
25.3,17.9,9.65,200.0,24.4,16.0,31.3,661.0,36.8,47.8,50.0
14.3,23.5,18.9,23.9,11.5,12.4,32.8,615.0,16.1,20.5,31.1
31.1,28.1,26.7,42.9,15.3,2.27,14.5,173.0,27.1,61.0,87.4
23.9,17.6,17.6,45.7,9.65,5.94,12.9,533.0,12.6,23.1,30.8
31.9,13.7,20.5,24.4,2.48,8.28,41.0,610.0,16.0,18.6,45.7
28.6,14.5,16.3,21.7,4.29,30.8,46.6,349.0,22.9,41.4,1.43
17.5,12.7,21.7,19.8,10.8,38.2,48.7,429.0,47.4,69.2,73.0
85.1,73.7,6.26,1.0,2.92,18.1,38.9,604.0,12.9,21.1,55.7
34.0,12.9,16.3,75.0,4.96,3.79,24.1,379.0,31.3,45.3,93.1
21.1,13.5,4.78,15.1,20.7,4.53,28.6,389.0,14.3,20.4,47.8
17.8,9.22,14.3,20.7,4.57,25.0,35.9,365.0,22.3,29.7,24.4
21.1,17.0,22.3,26.7,10.6,24.1,28.6,538.0,11.5,27.1,34.3
26.7,11.2,29.7,29.2,5.62,16.4,22.3,594.0,5.83,28.4,19.5
26.2,11.3,25.5,24.1,20.5,17.9,38.2,610.0,13.2,21.3,62.1
30.5,35.5,17.2,168.0,22.5,7.84,22.9,882.0,10.3,22.7,70.4
89.8,73.0,17.6,17.6,13.9,1.7,3.75,331.0,13.7,35.5,62.6
22.9,13.8,39.6,170.0,38.5,7.64,17.3,562.0,1.14,12.3,2.92
17.8,20.4,23.5,133.0,29.2,15.0,21.7,599.0,29.7,62.1,108.0
19.1,12.3,23.3,15.0,9.39,15.0,17.8,410.0,25.7,28.4,67.9
28.1,23.9,12.4,18.4,9.31,34.6,38.2,286.0,16.1,26.7,58.8
33.7,17.6,21.3,41.4,7.37,66.7,95.6,505.0,22.7,34.3,20.5
41.8,29.2,42.9,211.0,42.2,47.0,73.0,379.0,6.92,36.5,53.3
7.57,16.0,13.3,133.0,8.51,12.1,31.3,599.0,6.32,43.7,41.4
22.5,15.0,21.5,237.0,18.6,13.5,19.1,542.0,16.4,21.1,55.7
29.2,4.26,27.9,17.5,4.61,47.4,85.8,1230.0,11.2,20.9,39.2
16.8,18.1,11.1,55.7,5.62,41.0,54.7,325.0,15.1,27.6,16.3
31.6,20.4,30.2,29.2,10.3,3.68,11.4,615.0,3.55,36.8,75.7
23.3,8.13,14.5,15.3,14.9,17.6,20.7,692.0,18.1,44.5,61.0
30.8,19.8,45.7,113.0,7.99,13.3,33.4,491.0,10.1,25.5,37.9
25.9,15.1,24.1,170.0,8.98,26.4,42.2,557.0,18.1,30.2,24.6
42.9,23.9,18.9,23.5,14.2,2.86,22.3,483.0,13.0,34.0,49.6
69.8,37.9,15.0,337.0,35.2,6.32,61.5,392.0,41.8,71.0,57.3
13.9,20.2,32.8,48.3,12.9,17.3,33.4,505.0,15.7,36.8,41.4
63.2,89.0,18.9,35.2,25.9,14.7,19.3,743.0,3.25,15.7,13.1
20.0,19.8,23.9,38.9,7.3,30.8,49.1,1219.0,16.0,30.0,41.0
69.8,48.7,12.3,23.9,12.6,12.3,21.5,509.0,11.8,35.9,50.0
7.99,7.84,35.9,365.0,44.9,12.6,29.7,1155.0,6.04,41.4,66.7
92.2,63.8,34.6,21.1,8.43,1.0,7.43,155.0,10.6,8.98,37.5
23.9,12.2,22.7,27.1,5.33,57.8,75.0,547.0,21.3,34.9,42.6
13.6,14.1,9.91,3.89,8.51,10.2,19.6,474.0,15.4,22.1,33.7
80.6,57.8,7.23,165.0,15.5,5.09,8.9,346.0,11.2,21.1,33.4
55.2,31.3,16.5,19.5,7.1,22.7,44.5,1055.0,25.9,44.5,59.9
16.7,14.7,24.1,55.2,30.2,20.4,30.5,626.0,5.19,20.4,31.3
118.0,89.8,22.7,19.5,7.04,32.2,38.2,583.0,20.4,34.9,48.7
51.9,40.0,13.5,168.0,5.99,25.5,39.6,1346.0,21.1,32.8,12.9
18.1,8.98,40.0,59.4,18.6,7.5,21.1,400.0,16.7,35.5,37.2
15.8,25.7,13.8,24.1,10.6,53.8,74.3,538.0,8.43,32.2,28.4
17.0,31.1,24.4,18.1,9.47,17.5,35.2,562.0,23.7,57.3,66.7
17.9,8.2,10.8,32.2,6.98,21.5,50.9,396.0,9.22,25.5,38.5
33.4,19.8,17.0,20.5,6.26,29.2,43.3,284.0,1.0,11.4,33.4
40.7,18.3,22.7,26.9,4.87,20.4,41.0,858.0,18.8,34.6,30.2
17.2,14.7,24.1,34.3,10.6,36.5,47.4,313.0,8.51,38.9,47.4
16.5,7.91,14.7,17.8,7.5,9.56,15.5,491.0,16.1,73.7,79.1
23.3,16.3,26.4,30.8,10.5,15.3,26.4,777.0,26.2,33.1,39.6
20.9,16.3,21.9,27.9,12.5,14.2,22.1,604.0,19.3,40.3,38.9
67.9,53.3,22.1,22.3,8.58,46.1,53.3,500.0,21.7,35.9,49.1
33.4,8.9,20.9,25.9,5.78,17.0,22.3,717.0,11.7,32.2,57.3
21.3,7.91,4.78,12.4,4.7,14.2,36.2,649.0,6.38,22.9,38.2
16.8,13.6,19.1,26.2,16.1,33.7,63.8,806.0,22.1,37.5,64.9
19.6,17.2,38.5,286.0,24.6,17.0,26.9,583.0,6.73,34.6,32.8
21.3,16.4,14.1,22.9,2.59,25.9,42.9,311.0,1.78,75.7,5.52
18.3,17.0,21.9,18.9,4.57,4.66,3.79,91.4,16.4,39.2,49.1
25.7,10.1,47.0,49.6,10.2,17.3,32.2,368.0,5.42,16.3,40.0
80.6,52.8,16.1,10.3,3.68,63.8,84.3,523.0,24.8,46.6,63.2
50.5,47.8,17.6,31.3,13.2,37.5,49.6,437.0,10.5,18.8,4.29
77.7,61.0,4.49,3.13,7.1,18.6,36.2,487.0,16.4,26.9,42.6
26.7,22.7,15.8,137.0,30.8,61.0,93.9,882.0,9.73,26.4,54.2
19.5,2.41,12.6,158.0,12.1,9.22,20.4,806.0,23.5,32.8,36.5
35.2,20.5,46.6,38.9,20.5,8.2,75.0,698.0,6.85,10.0,54.7
23.1,25.7,15.0,215.0,20.4,20.4,35.2,557.0,16.5,34.9,22.5
14.6,10.9,10.9,21.5,17.5,19.5,27.9,770.0,7.3,17.0,69.8
23.7,24.6,45.7,207.0,32.8,38.2,62.6,552.0,19.1,30.8,31.6
24.1,19.5,19.6,26.4,4.74,14.9,25.7,679.0,1.02,2.46,7.04
6.15,17.5,24.4,26.7,4.57,19.6,32.2,557.0,15.1,33.4,50.5
32.2,19.8,28.6,31.9,5.42,44.9,91.4,991.0,1.0,56.2,11.1
75.7,86.6,20.2,80.6,20.7,3.68,15.7,1114.0,17.5,32.8,31.1
108.0,71.0,20.7,27.9,6.04,26.2,39.6,496.0,15.1,29.4,56.7
11.0,18.6,12.6,269.0,17.6,15.4,28.1,487.0,8.9,20.9,32.5
13.5,15.0,27.1,167.0,15.3,29.4,42.9,437.0,23.7,40.3,35.5
21.1,10.0,27.6,28.1,8.06,8.51,20.0,757.0,16.7,16.7,45.3
16.4,6.98,3.75,5.62,1.22,32.2,47.4,523.0,31.3,52.3,82.8
63.2,59.4,22.7,57.3,12.5,54.2,77.0,340.0,41.8,75.0,85.8
20.2,19.6,29.2,35.9,4.53,22.5,29.7,500.0,10.0,25.9,53.3
24.4,10.9,18.9,15.0,8.58,14.1,30.5,770.0,16.5,32.5,40.3
16.7,9.73,22.7,34.9,23.9,6.26,19.6,982.0,12.0,21.5,26.2
31.9,19.6,17.5,13.3,11.9,26.7,42.2,453.0,16.3,17.2,40.7
16.0,8.13,16.5,17.2,14.1,34.3,60.4,418.0,10.5,26.4,32.8
34.6,12.9,21.9,20.9,5.94,18.3,27.6,621.0,9.31,26.2,37.5
27.6,17.0,13.9,98.2,10.9,39.6,62.1,552.0,29.4,45.3,44.5
65.5,34.0,14.7,13.8,5.38,26.2,44.5,717.0,13.9,36.5,52.3
11.9,18.9,24.4,21.1,10.0,17.0,32.5,474.0,20.0,26.9,24.1
9.65,12.3,20.4,12.1,1.0,42.9,59.9,632.0,30.8,48.3,45.7
29.2,29.7,24.6,15.5,3.62,5.0,8.13,991.0,19.6,37.5,17.8
73.7,62.6,20.9,12.6,3.72,17.9,30.8,649.0,8.82,23.5,13.7
38.5,22.5,22.9,19.8,4.41,25.3,34.3,365.0,9.56,30.0,56.7
36.2,35.5,29.2,46.1,14.7,16.0,25.3,403.0,17.8,45.3,51.9
14.1,15.3,32.5,305.0,57.8,1.0,4.96,241.0,23.7,55.7,82.8
41.8,26.2,23.1,26.2,4.61,2.09,18.4,362.0,13.7,29.2,20.9
20.7,28.6,12.6,41.0,10.3,24.8,41.0,638.0,12.5,18.6,69.2
16.4,18.4,21.7,13.9,6.26,24.6,36.5,644.0,13.6,37.5,57.8
32.8,10.6,21.9,54.2,10.6,23.7,33.1,289.0,15.0,31.9,41.4
111.0,107.0,13.1,17.8,6.79,20.7,34.9,757.0,11.5,22.1,38.5
68.5,63.8,26.2,23.3,3.79,5.0,8.51,547.0,23.9,41.0,52.8
16.5,8.2,20.4,115.0,19.5,4.14,16.1,453.0,8.43,17.3,21.9
13.7,37.5,18.6,23.9,7.3,63.8,108.0,638.0,6.38,16.8,17.9
20.0,13.1,25.9,94.7,10.9,35.5,63.2,1155.0,11.0,24.8,45.3
13.2,13.3,8.82,24.6,25.0,2.57,15.7,449.0,29.7,55.2,66.1
47.0,32.2,41.0,253.0,36.5,5.38,26.2,514.0,13.7,26.4,34.3
66.1,20.4,10.6,176.0,17.0,51.4,77.7,491.0,26.9,42.2,46.6
6.92,6.32,24.6,16.7,6.26,13.3,14.6,474.0,7.57,50.5,77.0
14.7,21.9,1.18,5.78,11.2,7.77,13.0,552.0,22.7,32.5,55.2
9.91,21.7,19.8,18.9,7.1,33.4,50.9,533.0,19.6,42.9,44.9
46.6,31.9,1.0,1.01,9.06,2.57,27.9,478.0,10.1,35.9,52.8
98.2,56.2,12.4,200.0,18.6,38.9,60.4,784.0,18.9,20.7,38.5
14.7,10.1,7.5,66.7,3.4,18.3,38.5,1055.0,9.47,43.3,67.3
9.91,13.5,33.1,57.3,21.3,11.8,29.2,594.0,15.3,26.7,56.7
22.3,10.4,16.5,17.3,14.7,25.5,22.3,253.0,34.9,74.3,106.0
14.2,10.5,46.6,302.0,63.8,25.3,38.5,392.0,19.3,44.1,53.8
13.1,27.4,15.8,29.7,10.7,5.73,16.3,457.0,13.1,32.5,57.3
53.8,7.77,24.1,49.1,4.18,24.6,34.0,457.0,7.3,26.9,75.0
6.67,6.21,22.9,34.9,1.53,27.1,38.2,474.0,13.0,17.9,37.9
22.5,30.8,24.4,18.3,13.0,30.8,43.3,352.0,11.0,16.7,34.0
12.4,4.7,14.3,75.7,7.91,10.3,33.4,799.0,2.46,6.55,33.7
61.0,14.3,6.32,229.0,19.3,9.14,12.3,528.0,15.5,24.8,35.9
16.0,8.82,15.3,58.8,18.1,36.5,52.8,375.0,17.2,30.0,39.2
77.7,105.0,20.5,126.0,10.1,19.5,33.4,496.0,12.0,15.7,52.8
62.6,49.1,27.1,20.7,6.85,15.0,36.5,806.0,8.74,31.3,71.7
21.1,17.3,4.37,1.89,2.71,14.1,30.5,610.0,15.3,33.1,50.5
17.2,14.1,16.0,37.2,12.1,16.5,29.7,514.0,13.5,33.4,33.4
43.3,26.2,23.3,16.0,3.16,40.3,58.8,588.0,10.4,28.6,57.3
6.32,10.1,25.0,17.3,1.37,3.55,21.7,509.0,8.66,25.3,48.3
13.8,17.0,9.47,259.0,20.4,32.8,48.3,528.0,21.9,34.0,52.3
25.7,7.64,48.7,389.0,59.9,10.3,29.4,649.0,10.0,20.5,30.0
14.9,10.1,24.4,17.9,8.13,16.5,22.5,547.0,13.1,30.0,41.4
37.5,20.4,14.1,215.0,27.4,17.9,22.5,743.0,14.5,46.1,40.0
17.3,8.66,22.7,33.1,16.7,45.3,48.7,453.0,16.5,43.3,60.4
17.9,16.3,52.8,279.0,27.1,30.2,45.3,449.0,10.6,35.2,48.3
22.9,27.1,8.82,27.4,9.31,10.4,23.3,644.0,16.1,16.4,37.9
21.1,13.3,47.4,10.7,56.2,54.2,101.0,1346.0,5.33,59.4,6.79
13.9,11.0,26.2,24.8,2.02,16.5,27.6,679.0,10.4,22.1,61.0
22.1,5.28,23.7,36.2,11.4,10.7,22.3,449.0,10.4,25.0,36.2
13.9,5.33,25.5,16.7,7.1,23.3,51.4,1114.0,11.5,15.3,17.5
59.4,51.4,29.4,349.0,39.2,38.9,53.8,528.0,16.7,37.2,33.7
18.4,8.35,19.6,24.1,3.96,19.5,35.9,858.0,3.25,77.7,9.65
34.3,34.3,16.1,67.3,17.3,44.9,54.7,362.0,4.91,8.35,31.3
13.9,15.5,7.43,16.4,11.4,23.5,43.3,396.0,13.5,33.7,61.5
28.4,31.9,24.6,29.4,2.69,28.4,42.6,461.0,22.1,40.3,50.0
37.5,2.67,24.4,170.0,18.6,27.6,47.0,457.0,12.2,22.3,27.6
21.7,16.7,17.3,18.8,13.9,61.0,100.0,1037.0,11.4,34.9,48.7
19.3,8.2,15.8,21.1,5.88,4.87,20.2,890.0,15.3,23.1,41.8
17.0,13.5,15.0,337.0,34.6,25.7,42.6,368.0,26.4,48.3,46.1
28.6,55.7,13.7,170.0,28.1,23.7,35.2,519.0,11.8,20.7,47.0
12.3,9.47,17.3,13.6,15.4,33.4,57.8,437.0,16.7,26.9,68.5
13.1,23.7,11.8,141.0,15.0,12.6,28.4,567.0,13.8,18.3,52.3
31.6,22.7,20.5,127.0,16.1,15.5,29.4,491.0,12.9,38.5,36.5
17.2,14.2,21.7,13.8,6.04,31.9,50.0,557.0,5.47,28.6,44.5
8.98,6.21,20.7,13.7,12.9,42.6,62.1,542.0,14.3,22.7,51.4
13.7,15.3,17.5,22.9,9.56,18.9,42.9,496.0,9.73,59.4,48.3
64.9,38.2,50.5,269.0,44.9,11.8,17.5,496.0,13.9,31.6,40.7
20.0,13.1,17.9,44.9,5.38,3.85,8.82,305.0,17.0,27.1,64.9
11.9,20.9,11.1,2.94,29.4,3.28,21.5,514.0,9.82,17.8,29.7
2.29,19.1,18.6,12.6,2.59,33.7,43.3,557.0,10.1,11.8,1.01
61.5,34.0,3.55,9.22,8.58,21.7,42.9,866.0,8.98,23.5,28.1
25.3,20.9,15.4,25.7,10.2,5.94,7.99,655.0,13.7,17.9,45.3
12.2,9.91,21.7,279.0,58.3,11.3,20.7,542.0,12.0,24.4,35.9
49.1,35.2,25.7,37.5,10.0,5.23,12.1,813.0,10.0,21.7,45.7
11.4,4.33,11.1,96.5,14.3,22.1,44.1,890.0,8.74,32.8,56.2
34.3,41.0,5.19,5.88,13.1,25.5,52.3,305.0,14.9,36.2,41.4
18.8,20.0,3.22,322.0,37.2,64.4,88.2,1018.0,15.8,24.6,41.4
16.0,14.5,16.5,175.0,18.4,29.4,38.2,300.0,17.5,41.4,57.8
12.4,35.5,11.0,126.0,19.6,4.74,31.1,698.0,10.9,29.7,34.3
7.77,19.5,42.9,302.0,55.7,3.72,16.5,615.0,12.1,18.6,27.1
61.0,5.67,25.9,26.4,7.5,24.1,45.3,505.0,18.1,28.9,63.2
157.0,74.3,32.5,54.7,13.8,32.2,49.1,858.0,13.1,38.9,57.8
22.5,12.3,34.9,322.0,56.7,21.7,37.9,538.0,21.1,22.9,30.8
26.4,7.43,21.5,89.0,10.1,16.0,30.0,474.0,2.31,6.38,10.6
15.3,13.9,23.1,17.0,1.5,15.5,29.7,939.0,3.82,35.9,13.3
30.2,14.7,17.6,29.2,10.3,3.19,17.8,289.0,12.7,32.8,36.5
23.7,17.0,24.8,89.0,14.9,39.6,58.8,441.0,8.06,15.5,11.1
17.5,16.5,19.3,158.0,27.9,9.22,27.4,626.0,18.9,27.1,77.0
18.1,21.3,16.1,109.0,14.7,17.8,28.9,509.0,10.8,25.9,64.4
24.4,17.9,3.08,11.1,2.13,17.9,38.2,528.0,9.82,16.8,38.9
28.6,16.1,38.9,198.0,43.7,53.3,68.5,644.0,1.58,6.98,8.35
12.0,9.82,27.9,23.9,7.84,52.3,75.7,457.0,12.4,22.9,34.3
12.7,13.0,16.7,100.0,15.4,7.77,24.8,813.0,25.5,71.7,112.0
20.0,14.3,12.5,126.0,14.7,12.5,43.7,820.0,11.5,21.1,1.0
13.0,8.28,23.1,24.1,7.37,57.3,83.5,1046.0,13.2,35.9,58.8
12.4,9.39,41.0,77.0,23.5,52.8,94.7,1075.0,9.56,21.3,36.2
7.91,27.4,19.5,147.0,27.4,20.5,24.8,457.0,17.2,23.3,50.5
60.4,29.4,27.1,16.5,2.07,8.13,26.7,583.0,20.7,37.2,32.5
13.9,15.1,26.4,36.5,9.14,32.5,36.8,710.0,3.43,73.0,2.76
12.2,12.7,16.4,17.2,7.77,3.16,22.7,777.0,9.39,16.8,38.9
38.5,30.5,24.6,31.1,24.4,28.1,36.2,433.0,12.4,28.9,61.0
75.7,82.0,44.5,54.2,23.3,20.4,28.9,533.0,12.5,37.5,45.7
21.5,10.3,19.6,186.0,23.5,8.35,29.2,843.0,12.7,28.9,48.7
16.1,13.5,24.1,7.17,8.43,20.0,37.2,866.0,15.4,30.0,53.3
17.0,17.9,1.0,15.0,10.2,34.9,63.8,414.0,11.3,25.7,35.5
16.4,12.9,23.3,19.6,21.1,28.1,58.8,1176.0,18.3,31.6,40.7
8.35,25.5,23.5,25.3,14.2,2.09,10.6,217.0,42.9,68.5,58.8
45.3,33.4,21.7,18.1,8.2,36.8,61.5,1104.0,12.1,17.3,47.4
9.39,19.6,14.9,92.2,14.2,42.9,66.7,1009.0,37.9,56.7,59.4
12.9,14.2,22.7,28.1,5.73,15.5,32.8,483.0,14.2,24.8,48.3
2.74,3.11,44.9,211.0,41.0,22.1,39.6,491.0,11.9,29.7,34.0
21.7,16.8,20.5,108.0,16.7,12.6,24.1,542.0,17.8,40.7,36.5
18.4,16.0,25.3,12.0,8.9,17.5,32.2,583.0,10.6,32.5,46.6
19.5,15.0,15.5,178.0,11.9,64.9,83.5,1009.0,21.5,25.7,42.6
38.9,30.5,22.7,21.9,6.73,12.6,23.5,583.0,4.37,16.5,75.7
16.0,17.8,20.5,21.1,4.7,18.9,39.6,365.0,11.8,24.8,30.0
18.4,15.1,23.7,26.4,3.49,37.5,56.2,757.0,13.7,22.7,50.0
23.7,18.9,14.6,13.8,3.59,52.3,68.5,457.0,12.5,29.2,44.5
3.19,11.7,20.9,22.5,3.31,28.9,44.5,500.0,14.7,27.4,29.4
19.3,15.8,19.6,57.8,23.3,12.4,25.5,547.0,15.1,36.2,30.2
85.1,61.5,18.1,18.1,5.0,22.5,33.7,1134.0,10.9,21.9,24.8
